date,close
"28,05,2014",5.2
"29,05,2014",5.2
"30,05,2014",5.05
"02,06,2014",5.14
"03,06,2014",5.43
"04,06,2014",5.39
"05,06,2014",5.54
"06,06,2014",5.44
"09,06,2014",5.53
"10,06,2014",5.49
"11,06,2014",5.36
"12,06,2014",5.55
"13,06,2014",5.66
"16,06,2014",5.63
"17,06,2014",5.7
"18,06,2014",5.65
"19,06,2014",5.54
"20,06,2014",5.65
"23,06,2014",5.79
"24,06,2014",5.74
"25,06,2014",5.71
"26,06,2014",5.7
"27,06,2014",5.76
"30,06,2014",5.81
"01,07,2014",6.03
"02,07,2014",6.09
"03,07,2014",6.01
"04,07,2014",5.67
"07,07,2014",5.56
"08,07,2014",5.75
"09,07,2014",5.81
"10,07,2014",5.68
"11,07,2014",5.74
"14,07,2014",5.88
"15,07,2014",5.94
"16,07,2014",6.04
"17,07,2014",6.15
"18,07,2014",6
"21,07,2014",6.06
"22,07,2014",6.17
"23,07,2014",6.17
"24,07,2014",6.05
"25,07,2014",6.13
"28,07,2014",6.19
"29,07,2014",6.03
"30,07,2014",6.13
"31,07,2014",6.21
"01,08,2014",6.27
"04,08,2014",6.23
"05,08,2014",6.2
"06,08,2014",6.21
"07,08,2014",5.94
"08,08,2014",5.97
"11,08,2014",6.13
"12,08,2014",6.11
"13,08,2014",6.23
"14,08,2014",6.23
"15,08,2014",6.38
"18,08,2014",6.34
"19,08,2014",6.43
"20,08,2014",6.41
"21,08,2014",6.34
"22,08,2014",6.35
"25,08,2014",6.32
"26,08,2014",6.29
"27,08,2014",6.35
"28,08,2014",6.43
"29,08,2014",6.38
"01,09,2014",6.39
"02,09,2014",6.38
"03,09,2014",6.32
"04,09,2014",6.11
"05,09,2014",6.26
"08,09,2014",6.27
"09,09,2014",6.12
"10,09,2014",6.08
"11,09,2014",6.1
"12,09,2014",6.04
"15,09,2014",5.91
"16,09,2014",5.79
"17,09,2014",5.88
"18,09,2014",5.97
"19,09,2014",6.01
"22,09,2014",5.98
"23,09,2014",5.65
"24,09,2014",5.8
"25,09,2014",5.8
"26,09,2014",5.91
"29,09,2014",5.75
"30,09,2014",5.84
"01,10,2014",5.81
"02,10,2014",5.69
"03,10,2014",5.68
"06,10,2014",5.68
"07,10,2014",5.73
"08,10,2014",6.05
"09,10,2014",6.12
"10,10,2014",6.04
"13,10,2014",6.06
"14,10,2014",6.08
"15,10,2014",6.15
"16,10,2014",6.21
"17,10,2014",6.13
"20,10,2014",6.14
"21,10,2014",6.18
"22,10,2014",6.23
"23,10,2014",6.34
"24,10,2014",6.41
"27,10,2014",6.29
"28,10,2014",6.16
"29,10,2014",6.42
"30,10,2014",6.42
"31,10,2014",6.35
"03,11,2014",6.58
"04,11,2014",6.49
"05,11,2014",6.65
"06,11,2014",6.63
"07,11,2014",6.76
"10,11,2014",6.72
"11,11,2014",6.8
"12,11,2014",6.85
"13,11,2014",6.79
"14,11,2014",6.62
"17,11,2014",6.9
"18,11,2014",7.02
"19,11,2014",7.04
"20,11,2014",6.96
"21,11,2014",7
"24,11,2014",7.05
"25,11,2014",7.12
"26,11,2014",7.19
"27,11,2014",7.09
"28,11,2014",7.04
"01,12,2014",7.07
"02,12,2014",6.85
"03,12,2014",6.89
"04,12,2014",6.84
"05,12,2014",6.66
"08,12,2014",6.66
"09,12,2014",6.74
"10,12,2014",6.56
"11,12,2014",6.74
"12,12,2014",6.66
"15,12,2014",6.89
"16,12,2014",6.93
"17,12,2014",7.01
"18,12,2014",7.06
"19,12,2014",7.1
"22,12,2014",7.13
"23,12,2014",7.27
"24,12,2014",7.39
"26,12,2014",7.39
"29,12,2014",7.27
"30,12,2014",7.23
"31,12,2014",7.27
"02,01,2015",7.03
"05,01,2015",6.93
"06,01,2015",6.8
"07,01,2015",6.81
"08,01,2015",6.84
"09,01,2015",6.74
"12,01,2015",6.74
"13,01,2015",7.32
"14,01,2015",7.19
"15,01,2015",7.15
"16,01,2015",7.16
"19,01,2015",7.24
"20,01,2015",7.19
"21,01,2015",7.35
"22,01,2015",6.78
"23,01,2015",6.82
"26,01,2015",6.87
"27,01,2015",6.85
"28,01,2015",6.96
"29,01,2015",7.07
"30,01,2015",7.09
"02,02,2015",7.14
"03,02,2015",7.07
"04,02,2015",6.94
"05,02,2015",7.01
"06,02,2015",6.96
"09,02,2015",6.93
"10,02,2015",7.12
"11,02,2015",7.25
"12,02,2015",7.41
"13,02,2015",7.65
"16,02,2015",7.66
"17,02,2015",7.48
"18,02,2015",7.5
"19,02,2015",7.35
"20,02,2015",7.33
"23,02,2015",7.71
"24,02,2015",7.47
"25,02,2015",7.39
"26,02,2015",7.06
"27,02,2015",7.1
"02,03,2015",6.95
"03,03,2015",6.73
"04,03,2015",7.02
"05,03,2015",6.75
"06,03,2015",6.8
"09,03,2015",6.68
"10,03,2015",6.82
"11,03,2015",6.76
"12,03,2015",6.41
"13,03,2015",6.46
"16,03,2015",6.49
"17,03,2015",6.73
"18,03,2015",6.74
"19,03,2015",6.67
"20,03,2015",7.04
"23,03,2015",7.04
"24,03,2015",7.05
"25,03,2015",6.99
"26,03,2015",6.97
"27,03,2015",6.78
"30,03,2015",6.9
"31,03,2015",6.94
"01,04,2015",7.16
"02,04,2015",7.17
"06,04,2015",7.17
"07,04,2015",7.13
"08,04,2015",7.14
"09,04,2015",7.03
"10,04,2015",6.96
"13,04,2015",6.81
"14,04,2015",6.81
"15,04,2015",6.86
"16,04,2015",6.88
"17,04,2015",6.85
"20,04,2015",7.14
"21,04,2015",7.09
"22,04,2015",7.1
"23,04,2015",7.27
"24,04,2015",7.3
"27,04,2015",7.17
"28,04,2015",7.36
"29,04,2015",7.47
"30,04,2015",7.4
"01,05,2015",7.49
"04,05,2015",7.59
"05,05,2015",7.56
"06,05,2015",7.54
"07,05,2015",7.44
"08,05,2015",7.54
"11,05,2015",7.63
"12,05,2015",7.6
"13,05,2015",7.65
"14,05,2015",7.56
"15,05,2015",7.59
"18,05,2015",7.6
"19,05,2015",7.37
"20,05,2015",7.35
"21,05,2015",7.3
"22,05,2015",7.3
"25,05,2015",7.36
"26,05,2015",7.22
"27,05,2015",7.17
"28,05,2015",7.18
"29,05,2015",7.32
"01,06,2015",7.24
"02,06,2015",7.44
"03,06,2015",7.48
"04,06,2015",7.39
"05,06,2015",7.4
"08,06,2015",7.44
"09,06,2015",7.56
"10,06,2015",7.58
"11,06,2015",7.5
"12,06,2015",7.61
"15,06,2015",7.51
"16,06,2015",7.41
"17,06,2015",7.46
"18,06,2015",7.45
"19,06,2015",7.41
"22,06,2015",7.46
"23,06,2015",7.48
"24,06,2015",7.48
"25,06,2015",7.58
"26,06,2015",7.52
"29,06,2015",7.33
"30,06,2015",7.44
"01,07,2015",7.48
"02,07,2015",7.44
"03,07,2015",7.43
"06,07,2015",7.37
"07,07,2015",7.46
"08,07,2015",7.45
"09,07,2015",7.48
"10,07,2015",7.61
"13,07,2015",7.78
"14,07,2015",7.72
"15,07,2015",7.75
"16,07,2015",7.65
"17,07,2015",7.73
"20,07,2015",7.97
"21,07,2015",7.95
"22,07,2015",7.95
"23,07,2015",8.07
"24,07,2015",8
"27,07,2015",8.01
"28,07,2015",8.01
"29,07,2015",8.05
"30,07,2015",7.87
"31,07,2015",7.86
"03,08,2015",7.94
"04,08,2015",7.89
"05,08,2015",7.82
"06,08,2015",7.83
"07,08,2015",7.77
"10,08,2015",7.91
"11,08,2015",8.08
"12,08,2015",8.18
"13,08,2015",8.18
"14,08,2015",8.31
"17,08,2015",8.23
"18,08,2015",8.26
"19,08,2015",8.33
"20,08,2015",8.35
"21,08,2015",8.19
"24,08,2015",8.16
"25,08,2015",8.23
"26,08,2015",8.08
"27,08,2015",8.03
"28,08,2015",8.09
"31,08,2015",8.05
"01,09,2015",7.99
"02,09,2015",8.1
"03,09,2015",8.15
"04,09,2015",8.07
"07,09,2015",8.06
"08,09,2015",8.22
"09,09,2015",8.25
"10,09,2015",8.26
"11,09,2015",8.24
"14,09,2015",8.21
"15,09,2015",8.15
"16,09,2015",8.21
"17,09,2015",8.21
"18,09,2015",8.09
"21,09,2015",7.96
"22,09,2015",8
"23,09,2015",8.05
"24,09,2015",7.99
"25,09,2015",7.98
"28,09,2015",7.9
"29,09,2015",7.98
"30,09,2015",8.15
"01,10,2015",8.17
"02,10,2015",8.15
"05,10,2015",8.21
"06,10,2015",8.22
"07,10,2015",8.11
"08,10,2015",8.13
"09,10,2015",8.35
"12,10,2015",8.3
"13,10,2015",8.33
"14,10,2015",8.44
"15,10,2015",8.43
"16,10,2015",8.39
"19,10,2015",8.35
"20,10,2015",8.47
"21,10,2015",8.45
"22,10,2015",8.48
"23,10,2015",8.63
"26,10,2015",8.66
"27,10,2015",8.61
"28,10,2015",8.57
"29,10,2015",8.68
"30,10,2015",8.64
"02,11,2015",8.6
"03,11,2015",8.45
"04,11,2015",8.4
"05,11,2015",8.47
"06,11,2015",8.41
"09,11,2015",8.32
"10,11,2015",8.44
"11,11,2015",8.44
"12,11,2015",8.37
"13,11,2015",8.39
"16,11,2015",8.53
"17,11,2015",8.61
"18,11,2015",8.58
"19,11,2015",8.63
"20,11,2015",8.51
"23,11,2015",8.56
"24,11,2015",8.65
"25,11,2015",8.62
"26,11,2015",8.58
"27,11,2015",8.58
"30,11,2015",8.58
"01,12,2015",8.56
"02,12,2015",8.48
"03,12,2015",8.59
"04,12,2015",8.52
"07,12,2015",8.41
"08,12,2015",8.41
"09,12,2015",8.4
"10,12,2015",8.36
"11,12,2015",8.07
"14,12,2015",8.07
"15,12,2015",8.21
"16,12,2015",8.16
"17,12,2015",8.1
"18,12,2015",8.09
"21,12,2015",8.22
"22,12,2015",8.28
"23,12,2015",8.25
"24,12,2015",8.21
"28,12,2015",8.33
"29,12,2015",8.3
"30,12,2015",8.24
"31,12,2015",8.25
"04,01,2016",8.07
"05,01,2016",8.02
"06,01,2016",7.77
"07,01,2016",7.56
"08,01,2016",7.42
"11,01,2016",7.14
"12,01,2016",7.11
"13,01,2016",7.25
"14,01,2016",7.1
"15,01,2016",6.68
"18,01,2016",6.73
"19,01,2016",6.82
"20,01,2016",6.32
"21,01,2016",6.18
"22,01,2016",6.33
"25,01,2016",5.88
"26,01,2016",6.08
"27,01,2016",5.91
"28,01,2016",6.07
"29,01,2016",6.05
"01,02,2016",5.69
"02,02,2016",5.82
"03,02,2016",5.62
"04,02,2016",5.6
"05,02,2016",5.54
"08,02,2016",5.23
"09,02,2016",4.95
"10,02,2016",4.87
"11,02,2016",4.73
"12,02,2016",5.05
"15,02,2016",4.79
"16,02,2016",4.68
"17,02,2016",5.08
"18,02,2016",5.25
"19,02,2016",5.16
"22,02,2016",5.41
"23,02,2016",4.9
"24,02,2016",4.86
"25,02,2016",5.07
"26,02,2016",4.99
"29,02,2016",5
"01,03,2016",4.99
"02,03,2016",4.95
"03,03,2016",4.88
"04,03,2016",4.92
"07,03,2016",5.09
"08,03,2016",5.01
"09,03,2016",5.07
"10,03,2016",4.9
"11,03,2016",4.98
"14,03,2016",4.85
"15,03,2016",4.85
"16,03,2016",4.95
"17,03,2016",4.99
"18,03,2016",4.93
"21,03,2016",4.86
"22,03,2016",4.81
"23,03,2016",4.79
"24,03,2016",4.84
"28,03,2016",4.84
"29,03,2016",4.77
"30,03,2016",4.95
"31,03,2016",5.2
"01,04,2016",5.16
"04,04,2016",5.32
"05,04,2016",5.23
"06,04,2016",5.3
"07,04,2016",5.27
"08,04,2016",5.41
"11,04,2016",5.57
"12,04,2016",5.58
"13,04,2016",5.53
"14,04,2016",5.6
"15,04,2016",5.47
"18,04,2016",5.46
"19,04,2016",5.56
"20,04,2016",5.54
"21,04,2016",5.74
"22,04,2016",5.96
"25,04,2016",5.89
"26,04,2016",6.61
"27,04,2016",6.83
"28,04,2016",6.33
"29,04,2016",6.17
"02,05,2016",6.1
"03,05,2016",5.98
"04,05,2016",6.12
"05,05,2016",6.19
"06,05,2016",5.85
"09,05,2016",5.69
"10,05,2016",5.89
"11,05,2016",6.01
"12,05,2016",5.8
"13,05,2016",5.84
"16,05,2016",6.1
"17,05,2016",6.04
"18,05,2016",6.05
"19,05,2016",5.98
"20,05,2016",5.95
"23,05,2016",5.72
"24,05,2016",5.78
"25,05,2016",5.85
"26,05,2016",6.01
"27,05,2016",6.02
"30,05,2016",6.1
"31,05,2016",6.08
"01,06,2016",5.95
"02,06,2016",6.01
"03,06,2016",5.93
"06,06,2016",6.19
"07,06,2016",6.1
"08,06,2016",6.09
"09,06,2016",6.1
"10,06,2016",5.94
"13,06,2016",5.84
"14,06,2016",5.84
"15,06,2016",5.89
"16,06,2016",5.7
"17,06,2016",5.66
"20,06,2016",5.84
"21,06,2016",5.54
"22,06,2016",5.67
"23,06,2016",5.63
"24,06,2016",4.95
"27,06,2016",4.76
"28,06,2016",4.69
"29,06,2016",4.52
"30,06,2016",4.47
"01,07,2016",4.62
"04,07,2016",4.97
"05,07,2016",4.71
"06,07,2016",4.59
"07,07,2016",4.58
"08,07,2016",4.55
"11,07,2016",4.43
"12,07,2016",4.63
"13,07,2016",4.79
"14,07,2016",4.78
"15,07,2016",4.93
"18,07,2016",4.85
"19,07,2016",4.67
"20,07,2016",4.69
"21,07,2016",4.65
"22,07,2016",4.56
"25,07,2016",4.59
"26,07,2016",4.51
"27,07,2016",4.53
"28,07,2016",4.48
"29,07,2016",4.42
"01,08,2016",4.37
"02,08,2016",4.41
"03,08,2016",4.63
"04,08,2016",4.69
"05,08,2016",4.72
"08,08,2016",4.94
"09,08,2016",4.87
"10,08,2016",4.76
"11,08,2016",4.87
"12,08,2016",4.89
"15,08,2016",4.8
"16,08,2016",4.69
"17,08,2016",4.48
"18,08,2016",4.68
"19,08,2016",4.76
"22,08,2016",4.89
"23,08,2016",4.7
"24,08,2016",4.6
"25,08,2016",4.7
"26,08,2016",4.69
"29,08,2016",4.69
"30,08,2016",4.54
"31,08,2016",4.46
"01,09,2016",4.37
"02,09,2016",4.08
"05,09,2016",3.93
"06,09,2016",4.13
"07,09,2016",4.01
"08,09,2016",4.08
"09,09,2016",4.08
"12,09,2016",4.03
"13,09,2016",4.02
"14,09,2016",3.98
"15,09,2016",4.14
"16,09,2016",4.36
"19,09,2016",4.4
"20,09,2016",4.16
"21,09,2016",4.21
"22,09,2016",4.42
"23,09,2016",4.54
"26,09,2016",4.62
"27,09,2016",4.43
"28,09,2016",4.95
"29,09,2016",5.02
"30,09,2016",4.96
"03,10,2016",5.31
"04,10,2016",5.21
"05,10,2016",5.48
"06,10,2016",5.86
"07,10,2016",5.69
"10,10,2016",5.66
"11,10,2016",5.43
"12,10,2016",5.52
"13,10,2016",5.65
"14,10,2016",5.81
"17,10,2016",5.87
"18,10,2016",5.95
"19,10,2016",5.67
"20,10,2016",5.58
"21,10,2016",5.89
"24,10,2016",5.81
"25,10,2016",5.81
"26,10,2016",5.94
"27,10,2016",5.81
"28,10,2016",5.88
"31,10,2016",5.9
"01,11,2016",6.03
"02,11,2016",6.24
"03,11,2016",6.5
"04,11,2016",6.41
"07,11,2016",6.23
"08,11,2016",6.15
"09,11,2016",6.13
"10,11,2016",5.92
"11,11,2016",5.67
"14,11,2016",5.41
"15,11,2016",5.74
"16,11,2016",5.55
"17,11,2016",5.9
"18,11,2016",5.58
"21,11,2016",5.48
"22,11,2016",5.51
"23,11,2016",5.39
"24,11,2016",5.34
"25,11,2016",5
"28,11,2016",4.74
"29,11,2016",4.56
"30,11,2016",4.58
"01,12,2016",4.46
"02,12,2016",4.3
"05,12,2016",4.37
"06,12,2016",4.5
"07,12,2016",4.3
"08,12,2016",4.61
"09,12,2016",4.46
"12,12,2016",4.87
"13,12,2016",4.79
"14,12,2016",5.01
"15,12,2016",4.84
"16,12,2016",4.93
"19,12,2016",5.09
"20,12,2016",5.24
"21,12,2016",5.81
"22,12,2016",6.08
"23,12,2016",6.23
"27,12,2016",6.33
"28,12,2016",6.33
"29,12,2016",6.36
"30,12,2016",6.55
"02,01,2017",6.12
"03,01,2017",5.43
"04,01,2017",5.72
"05,01,2017",5.29
"06,01,2017",5.05
"09,01,2017",5.27
"10,01,2017",5.51
"11,01,2017",5.52
"12,01,2017",5.04
"13,01,2017",5.04
"16,01,2017",4.7
"17,01,2017",5
"18,01,2017",4.84
"19,01,2017",5.2
"20,01,2017",5.42
"23,01,2017",5.31
"24,01,2017",5.07
"25,01,2017",4.97
"26,01,2017",5.19
"27,01,2017",4.92
"30,01,2017",5.16
"31,01,2017",5.35
"01,02,2017",5.27
"02,02,2017",5.22
"03,02,2017",5.15
"06,02,2017",5.09
"07,02,2017",5.16
"08,02,2017",5.21
"09,02,2017",5.28
"10,02,2017",5.12
"13,02,2017",4.9
"14,02,2017",5.13
"15,02,2017",5.06
"16,02,2017",4.93
"17,02,2017",4.97
"20,02,2017",5.08
"21,02,2017",5.04
"22,02,2017",5.06
"23,02,2017",5.34
"24,02,2017",5.38
"27,02,2017",5.19
"28,02,2017",5.23
"01,03,2017",5.9
"02,03,2017",5.46
"03,03,2017",5.59
"06,03,2017",5.48
"07,03,2017",5.37
"08,03,2017",5.23
"09,03,2017",5.12
"10,03,2017",5.16
"13,03,2017",5.15
"14,03,2017",5.1
"15,03,2017",5.19
"16,03,2017",5.14
"17,03,2017",5.13
"20,03,2017",4.99
"21,03,2017",4.93
"22,03,2017",4.96
"23,03,2017",4.97
"24,03,2017",4.76
"27,03,2017",4.62
"28,03,2017",4.74
"29,03,2017",4.76
"30,03,2017",4.92
"31,03,2017",4.69
"03,04,2017",4.87
"04,04,2017",4.65
"05,04,2017",4.82
"06,04,2017",5.06
"07,04,2017",4.89
"10,04,2017",4.79
"11,04,2017",4.87
"12,04,2017",4.93
"13,04,2017",4.95
"17,04,2017",4.95
"18,04,2017",4.86
"19,04,2017",4.83
"20,04,2017",4.75
"21,04,2017",4.57
"24,04,2017",4.64
"25,04,2017",4.5
"26,04,2017",4.61
"27,04,2017",4.55
"28,04,2017",4.57
"01,05,2017",4.57
"02,05,2017",4.45
"03,05,2017",4.4
"04,05,2017",4.52
"05,05,2017",4.58
"08,05,2017",4.42
"09,05,2017",4.52
"10,05,2017",4.45
"11,05,2017",4.35
"12,05,2017",4.46
"15,05,2017",4.39
"16,05,2017",4.54
"17,05,2017",4.58
"18,05,2017",4.76
"19,05,2017",4.85
"22,05,2017",4.9
"23,05,2017",4.75
"24,05,2017",4.91
"25,05,2017",4.98
"26,05,2017",5.19
"29,05,2017",5.17
"30,05,2017",5.14
"31,05,2017",4.98
"01,06,2017",5.08
"02,06,2017",5.16
"05,06,2017",5.17
"06,06,2017",4.97
"07,06,2017",4.87
"08,06,2017",5.04
"09,06,2017",5.04
"12,06,2017",4.91
"13,06,2017",5
"14,06,2017",4.93
"15,06,2017",4.95
"16,06,2017",4.87
"19,06,2017",4.92
"20,06,2017",4.94
"21,06,2017",4.87
"22,06,2017",4.86
"23,06,2017",4.86
"26,06,2017",4.77
"27,06,2017",4.93
"28,06,2017",4.93
"29,06,2017",5.06
"30,06,2017",5.02
"03,07,2017",5.13
"04,07,2017",5.11
"05,07,2017",5.04
"06,07,2017",5.23
"07,07,2017",5.33
"10,07,2017",5.39
"11,07,2017",5.32
"12,07,2017",5.47
"13,07,2017",5.35
"14,07,2017",5.41
"17,07,2017",5.43
"18,07,2017",5.45
"19,07,2017",5.38
"20,07,2017",5.29
"21,07,2017",5.08
"24,07,2017",5.13
"25,07,2017",5.15
"26,07,2017",5.24
"27,07,2017",5.13
"28,07,2017",5.17
"31,07,2017",5.22
"01,08,2017",5.29
"02,08,2017",5.42
"03,08,2017",5.42
"04,08,2017",5.34
"07,08,2017",5.26
"08,08,2017",5.26
"09,08,2017",5.36
"10,08,2017",5.36
"11,08,2017",5.38
"14,08,2017",5.51
"15,08,2017",5.52
"16,08,2017",5.79
"17,08,2017",5.8
"18,08,2017",5.81
"21,08,2017",5.74
"22,08,2017",5.77
"23,08,2017",5.94
"24,08,2017",5.94
"25,08,2017",6.08
"28,08,2017",6.09
"29,08,2017",6.03
"30,08,2017",6.02
"31,08,2017",5.93
"01,09,2017",5.82
"04,09,2017",5.91
"05,09,2017",6.49
"06,09,2017",6.69
"07,09,2017",6.89
"08,09,2017",7.06
"11,09,2017",6.87
"12,09,2017",6.86
"13,09,2017",7.09
"14,09,2017",7.09
"15,09,2017",6.94
"18,09,2017",6.72
"19,09,2017",7.02
"20,09,2017",6.9
"21,09,2017",6.55
"22,09,2017",6.64
"25,09,2017",7.27
"26,09,2017",6.98
"27,09,2017",6.93
"28,09,2017",6.96
"29,09,2017",7.07
"02,10,2017",6.94
"03,10,2017",7
"04,10,2017",6.9
"05,10,2017",6.89
"06,10,2017",7
"09,10,2017",6.96
"10,10,2017",7.39
"11,10,2017",7.38
"12,10,2017",7.41
"13,10,2017",7.32
"16,10,2017",7.36
"17,10,2017",7.42
"18,10,2017",7.81
"19,10,2017",7.65
"20,10,2017",7.57
"23,10,2017",7.44
"24,10,2017",7.47
"25,10,2017",7.4
"26,10,2017",7.2
"27,10,2017",7.17
"30,10,2017",7.14
"31,10,2017",7.37
"01,11,2017",7.51
"02,11,2017",7.66
"03,11,2017",7.88
"06,11,2017",7.92
"07,11,2017",7.75
"08,11,2017",7.72
"09,11,2017",7.55
"10,11,2017",7.4
"13,11,2017",7.35
"14,11,2017",7.39
"15,11,2017",7.69
"16,11,2017",7.5
"17,11,2017",7.48
"20,11,2017",7.44
"21,11,2017",7.39
"22,11,2017",7.37
"23,11,2017",7.66
"24,11,2017",7.77
"27,11,2017",7.7
"28,11,2017",7.59
"29,11,2017",7.7
"30,11,2017",7.53
"01,12,2017",7.68
"04,12,2017",7.55
"05,12,2017",7.43
"06,12,2017",7.27
"07,12,2017",7.35
"08,12,2017",7.14
"11,12,2017",7.2
"12,12,2017",7.14
"13,12,2017",7.07
"14,12,2017",7.09
"15,12,2017",7.18
"18,12,2017",7.39
"19,12,2017",7.52
"20,12,2017",7.79
"21,12,2017",8
"22,12,2017",8.16
"26,12,2017",8.16
"27,12,2017",8.14
"28,12,2017",8.18
"29,12,2017",8.15
"02,01,2018",7.78
"03,01,2018",7.81
"04,01,2018",7.75
"05,01,2018",7.76
"08,01,2018",7.64
"09,01,2018",7.76
"10,01,2018",7.87
"11,01,2018",7.8
"12,01,2018",7.84
"15,01,2018",7.78
"16,01,2018",8.03
"17,01,2018",8.16
"18,01,2018",8.47
"19,01,2018",8.74
"22,01,2018",8.73
"23,01,2018",8.99
"24,01,2018",9.43
"25,01,2018",9.22
"26,01,2018",9.07
"29,01,2018",8.98
"30,01,2018",8.86
"31,01,2018",9.26
"01,02,2018",9.25
"02,02,2018",8.94
"05,02,2018",9.05
"06,02,2018",8.78
"07,02,2018",8.97
"08,02,2018",9.1
"09,02,2018",9.21
"12,02,2018",9.46
"13,02,2018",9.87
"14,02,2018",9.58
"15,02,2018",9.52
"16,02,2018",9.5
"19,02,2018",9.86
"20,02,2018",9.7
"21,02,2018",9.54
"22,02,2018",9.7
"23,02,2018",9.79
"26,02,2018",9.61
"27,02,2018",10.13
"28,02,2018",10.08
"01,03,2018",9.97
"02,03,2018",10.12
"05,03,2018",10.34
"06,03,2018",10.45
"07,03,2018",10.62
"08,03,2018",11.1
"09,03,2018",11.1
"12,03,2018",11.06
"13,03,2018",11.38
"14,03,2018",11.16
"15,03,2018",11.16
"16,03,2018",11.15
"19,03,2018",11.04
"20,03,2018",11.52
"21,03,2018",12.62
"22,03,2018",12.31
"23,03,2018",12.58
"26,03,2018",12.96
"27,03,2018",13.65
"28,03,2018",12.96
"29,03,2018",13.26
"03,04,2018",13.27
"04,04,2018",13.03
"05,04,2018",12.61
"06,04,2018",12.96
"09,04,2018",13.3
"10,04,2018",13.35
"11,04,2018",13.4
"12,04,2018",13.56
"13,04,2018",13.91
"16,04,2018",13.97
"17,04,2018",13.71
"18,04,2018",13.86
"19,04,2018",13.43
"20,04,2018",13.02
"23,04,2018",12.86
"24,04,2018",13.2
"25,04,2018",13.23
"26,04,2018",13.46
"27,04,2018",13.53
"30,04,2018",13.56
"01,05,2018",13.35
"02,05,2018",13.02
"03,05,2018",12.92
"04,05,2018",12.98
"07,05,2018",13.58
"08,05,2018",13.56
"09,05,2018",13.96
"10,05,2018",14.57
"11,05,2018",14.6
"14,05,2018",14.6
"15,05,2018",14.29
"16,05,2018",15.15
"17,05,2018",15.27
"18,05,2018",15.22
"21,05,2018",15.53
"22,05,2018",15.92
"23,05,2018",15.98
"24,05,2018",16.26
"25,05,2018",15.97
"28,05,2018",16.28
"29,05,2018",16.27
"30,05,2018",15.81
"31,05,2018",14.88
"01,06,2018",15.26
"04,06,2018",16.1
"05,06,2018",15.74
"06,06,2018",15.9
"07,06,2018",15.97
"08,06,2018",15.79
"11,06,2018",15.46
"12,06,2018",15.12
"13,06,2018",15.28
"14,06,2018",14.88
"15,06,2018",14.5
"18,06,2018",14.57
"19,06,2018",14.21
"20,06,2018",14.47
"21,06,2018",14.78
"22,06,2018",15.09
"25,06,2018",14.99
"26,06,2018",15.01
"27,06,2018",15.24
"28,06,2018",14.99
"29,06,2018",14.98
"02,07,2018",15.06
"03,07,2018",15.09
"04,07,2018",15.51
"05,07,2018",15.67
"06,07,2018",15.69
"09,07,2018",15.99
"10,07,2018",16.04
"11,07,2018",16.31
"12,07,2018",16.08
"13,07,2018",16.05
"16,07,2018",15.92
"17,07,2018",16.07
"18,07,2018",16.4
"19,07,2018",16.85
"20,07,2018",17.06
"23,07,2018",17.38
"24,07,2018",17.09
"25,07,2018",17.33
"26,07,2018",17.28
"27,07,2018",17.11
"30,07,2018",17.03
"31,07,2018",17.38
"01,08,2018",17.76
"02,08,2018",17.61
"03,08,2018",17.65
"06,08,2018",17.55
"07,08,2018",17.49
"08,08,2018",17.38
"09,08,2018",17.58
"10,08,2018",17.87
"13,08,2018",18.04
"14,08,2018",18.14
"15,08,2018",18.07
"16,08,2018",17.97
"17,08,2018",18.12
"20,08,2018",18.47
"21,08,2018",19.29
"22,08,2018",19.78
"23,08,2018",20.36
"24,08,2018",20.65
"27,08,2018",21.28
"28,08,2018",20.65
"29,08,2018",21.02
"30,08,2018",21.13
"31,08,2018",21.06
"03,09,2018",20.12
"04,09,2018",20.14
"05,09,2018",20.34
"06,09,2018",21.44
"07,09,2018",23.19
"10,09,2018",25.19
"11,09,2018",24.13
"12,09,2018",22.92
"13,09,2018",18.87
"14,09,2018",19.94
"17,09,2018",20.9
"18,09,2018",20.19
"19,09,2018",21.43
"20,09,2018",21.98
"21,09,2018",22.08
"24,09,2018",22.37
"25,09,2018",21.25
"26,09,2018",20.24
"27,09,2018",20.83
"28,09,2018",21.21
"01,10,2018",21.37
"02,10,2018",20.98
"03,10,2018",21.18
"04,10,2018",21.34
"05,10,2018",22.16
"08,10,2018",21.94
"09,10,2018",20.79
"10,10,2018",19.46
"11,10,2018",19.87
"12,10,2018",20.37
"15,10,2018",18.58
"16,10,2018",19.29
"17,10,2018",19.27
"18,10,2018",19.74
"19,10,2018",19.71
"22,10,2018",19
"23,10,2018",19.23
"24,10,2018",19.61
"25,10,2018",19.08
"26,10,2018",18.28
"29,10,2018",16.68
"30,10,2018",16.02
"31,10,2018",16.36
"01,11,2018",15.62
"02,11,2018",17.08
"05,11,2018",17.23
"06,11,2018",17.57
"07,11,2018",18.62
"08,11,2018",19.56
"09,11,2018",19.5
"12,11,2018",20.5
"13,11,2018",20.14
"14,11,2018",19.73
"15,11,2018",19
"16,11,2018",19.11
"19,11,2018",18.93
"20,11,2018",19.46
"21,11,2018",20.49
"22,11,2018",20.92
"23,11,2018",20.21
"26,11,2018",19.83
"27,11,2018",19.6
"28,11,2018",19.29
"29,11,2018",20.02
"30,11,2018",20.5
"03,12,2018",20.63
"04,12,2018",20.73
